x_num,hand_sensor_id,hand_roll,hand_pitch,hand_yaw,hand_acc_x,hand_acc_y,hand_acc_z,head_sensor_id,head_roll,head_pitch,head_yaw,head_acc_x,head_acc_y,head_acc_z
2.1000000000000005,ID:100-0,-1.09,-0.41,115.37,-0.004,-0.031,0.0,0,0,0,0,0,0,0
2.2000000000000006,ID:100-0,-1.11,-0.41,115.38,-0.002,-0.029,0.0,0,0,0,0,0,0,0
2.3000000000000007,ID:100-0,-1.13,-0.41,115.38,0.0,-0.028,0.0,0,0,0,0,0,0,0
2.400000000000001,ID:100-0,-1.15,-0.41,115.38,0.003,-0.026,0.0,0,0,0,0,0,0,0
2.500000000000001,ID:100-0,-1.17,-0.41,115.38,0.006,-0.024,0.0,0,0,0,0,0,0,0
2.600000000000001,ID:100-0,-1.17,-0.41,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
2.700000000000001,ID:100-0,-1.17,-0.41,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
2.800000000000001,ID:100-0,-1.17,-0.41,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
2.9000000000000012,ID:100-0,-1.16,-0.40,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
3.0000000000000013,ID:100-0,-1.16,-0.40,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
3.1000000000000014,ID:100-0,-1.16,-0.40,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
3.2000000000000015,ID:100-0,-1.16,-0.39,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
3.3000000000000016,ID:100-0,-1.16,-0.39,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
3.4000000000000017,ID:100-0,-1.16,-0.39,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
3.5000000000000018,ID:100-0,-1.16,-0.39,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
3.600000000000002,ID:100-0,-1.16,-0.38,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
3.700000000000002,ID:100-0,-1.16,-0.38,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
3.800000000000002,ID:100-0,-1.15,-0.38,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
3.900000000000002,ID:100-0,-1.15,-0.38,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
4.000000000000002,ID:100-0,-1.15,-0.38,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
4.100000000000001,ID:100-0,-1.15,-0.37,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
4.200000000000001,ID:100-0,-1.15,-0.37,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
4.300000000000001,ID:100-0,-1.15,-0.37,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
4.4,ID:100-0,-1.15,-0.37,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
4.5,ID:100-0,-1.15,-0.36,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
4.6,ID:100-0,-1.15,-0.36,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
4.699999999999999,ID:100-0,-1.14,-0.36,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
4.799999999999999,ID:100-0,-1.14,-0.36,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
4.899999999999999,ID:100-0,-1.14,-0.35,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
4.999999999999998,ID:100-0,-1.14,-0.35,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
5.099999999999998,ID:100-0,-1.14,-0.35,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
5.1999999999999975,ID:100-0,-1.14,-0.35,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
5.299999999999997,ID:100-0,-1.14,-0.34,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
5.399999999999997,ID:100-0,-1.14,-0.34,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
5.4999999999999964,ID:100-0,-1.14,-0.34,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
5.599999999999996,ID:100-0,-1.14,-0.34,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
5.699999999999996,ID:100-0,-1.13,-0.33,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
5.799999999999995,ID:100-0,-1.13,-0.33,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
5.899999999999995,ID:100-0,-1.13,-0.33,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
5.999999999999995,ID:100-0,-1.13,-0.33,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
6.099999999999994,ID:100-0,-1.13,-0.33,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
6.199999999999994,ID:100-0,-1.13,-0.32,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
6.299999999999994,ID:100-0,-1.13,-0.32,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
6.399999999999993,ID:100-0,-1.13,-0.32,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
6.499999999999993,ID:100-0,-1.13,-0.32,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
6.5999999999999925,ID:100-0,-1.12,-0.31,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
6.699999999999992,ID:100-0,-1.12,-0.31,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
6.799999999999992,ID:100-0,-1.12,-0.31,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
6.8999999999999915,ID:100-0,-1.12,-0.31,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
6.999999999999991,ID:100-0,-1.12,-0.30,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
7.099999999999991,ID:100-0,-1.12,-0.30,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
7.19999999999999,ID:100-0,-1.12,-0.30,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
7.29999999999999,ID:100-0,-1.12,-0.30,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
7.39999999999999,ID:100-0,-1.12,-0.30,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
7.499999999999989,ID:100-0,-1.12,-0.29,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
7.599999999999989,ID:100-0,-1.11,-0.29,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
7.699999999999989,ID:100-0,-1.11,-0.29,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
7.799999999999988,ID:100-0,-1.11,-0.29,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
7.899999999999988,ID:100-0,-1.11,-0.28,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
7.999999999999988,ID:100-0,-1.11,-0.28,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
8.099999999999987,ID:100-0,-1.11,-0.28,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
8.199999999999987,ID:100-0,-1.11,-0.28,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
8.299999999999986,ID:100-0,-1.11,-0.28,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
8.399999999999986,ID:100-0,-1.11,-0.27,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
8.499999999999986,ID:100-0,-1.11,-0.27,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
8.599999999999985,ID:100-0,-1.11,-0.27,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
8.699999999999985,ID:100-0,-1.10,-0.27,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
8.799999999999985,ID:100-0,-1.10,-0.27,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
8.899999999999984,ID:100-0,-1.10,-0.26,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
8.999999999999984,ID:100-0,-1.10,-0.26,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
9.099999999999984,ID:100-0,-1.10,-0.26,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
9.199999999999983,ID:100-0,-1.10,-0.26,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
9.299999999999983,ID:100-0,-1.10,-0.25,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
9.399999999999983,ID:100-0,-1.10,-0.25,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
9.499999999999982,ID:100-0,-1.10,-0.25,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
9.599999999999982,ID:100-0,-1.10,-0.25,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
9.699999999999982,ID:100-0,-1.10,-0.25,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
9.799999999999981,ID:100-0,-1.10,-0.24,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
9.89999999999998,ID:100-0,-1.10,-0.24,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
9.99999999999998,ID:100-0,-1.09,-0.24,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
10.09999999999998,ID:100-0,-1.09,-0.24,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
10.19999999999998,ID:100-0,-1.09,-0.24,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
10.29999999999998,ID:100-0,-1.09,-0.23,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
10.399999999999979,ID:100-0,-1.09,-0.23,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
10.499999999999979,ID:100-0,-1.09,-0.23,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
10.599999999999978,ID:100-0,-1.09,-0.23,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
10.699999999999978,ID:100-0,-1.09,-0.23,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
10.799999999999978,ID:100-0,-1.09,-0.22,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
10.899999999999977,ID:100-0,-1.09,-0.22,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
10.999999999999977,ID:100-0,-1.09,-0.22,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
11.099999999999977,ID:100-0,-1.09,-0.22,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
11.199999999999976,ID:100-0,-1.08,-0.22,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
11.299999999999976,ID:100-0,-1.08,-0.21,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
11.399999999999975,ID:100-0,-1.08,-0.21,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
11.499999999999975,ID:100-0,-1.08,-0.21,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
11.599999999999975,ID:100-0,-1.08,-0.21,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
11.699999999999974,ID:100-0,-1.08,-0.21,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
11.799999999999974,ID:100-0,-1.08,-0.20,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
11.899999999999974,ID:100-0,-1.08,-0.20,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
11.999999999999973,ID:100-0,-1.08,-0.20,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
12.099999999999973,ID:100-0,-1.08,-0.20,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
12.199999999999973,ID:100-0,-1.08,-0.20,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
12.299999999999972,ID:100-0,-1.07,-0.19,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
12.399999999999972,ID:100-0,-1.07,-0.19,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
12.499999999999972,ID:100-0,-1.07,-0.19,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
12.599999999999971,ID:100-0,-1.07,-0.19,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
12.69999999999997,ID:100-0,-1.07,-0.19,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
12.79999999999997,ID:100-0,-1.07,-0.18,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
12.89999999999997,ID:100-0,-1.07,-0.18,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
12.99999999999997,ID:100-0,-1.07,-0.18,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
13.09999999999997,ID:100-0,-1.07,-0.18,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
13.199999999999969,ID:100-0,-1.07,-0.18,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
13.299999999999969,ID:100-0,-1.07,-0.17,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
13.399999999999968,ID:100-0,-1.07,-0.17,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
13.499999999999968,ID:100-0,-1.06,-0.17,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
13.599999999999968,ID:100-0,-1.06,-0.17,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
13.699999999999967,ID:100-0,-1.06,-0.17,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
13.799999999999967,ID:100-0,-1.06,-0.17,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
13.899999999999967,ID:100-0,-1.06,-0.16,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
13.999999999999966,ID:100-0,-1.06,-0.16,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
14.099999999999966,ID:100-0,-1.06,-0.16,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
14.199999999999966,ID:100-0,-1.06,-0.16,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
14.299999999999965,ID:100-0,-1.06,-0.16,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
14.399999999999965,ID:100-0,-1.06,-0.16,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
14.499999999999964,ID:100-0,-1.06,-0.15,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
14.599999999999964,ID:100-0,-1.06,-0.15,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
14.699999999999964,ID:100-0,-1.05,-0.15,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
14.799999999999963,ID:100-0,-1.05,-0.15,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
14.899999999999963,ID:100-0,-1.05,-0.15,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
14.999999999999963,ID:100-0,-1.05,-0.14,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
15.099999999999962,ID:100-0,-1.05,-0.14,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
15.199999999999962,ID:100-0,-1.05,-0.14,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
15.299999999999962,ID:100-0,-1.05,-0.14,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
15.399999999999961,ID:100-0,-1.05,-0.14,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
15.499999999999961,ID:100-0,-1.05,-0.14,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
15.59999999999996,ID:100-0,-1.05,-0.13,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
15.69999999999996,ID:100-0,-1.05,-0.13,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
15.79999999999996,ID:100-0,-1.05,-0.13,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
15.89999999999996,ID:100-0,-1.05,-0.13,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
15.99999999999996,ID:100-0,-1.04,-0.13,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
16.09999999999996,ID:100-0,-1.04,-0.13,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
16.19999999999996,ID:100-0,-1.04,-0.12,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
16.29999999999996,ID:100-0,-1.04,-0.12,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
16.399999999999963,ID:100-0,-1.04,-0.12,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
16.499999999999964,ID:100-0,-1.04,-0.12,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
16.599999999999966,ID:100-0,-1.04,-0.12,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
16.699999999999967,ID:100-0,-1.04,-0.12,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
16.79999999999997,ID:100-0,-1.04,-0.11,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
16.89999999999997,ID:100-0,-1.04,-0.11,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
16.99999999999997,ID:100-0,-1.04,-0.11,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
17.099999999999973,ID:100-0,-1.04,-0.11,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
17.199999999999974,ID:100-0,-1.04,-0.11,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
17.299999999999976,ID:100-0,-1.04,-0.11,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
17.399999999999977,ID:100-0,-1.03,-0.10,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
17.49999999999998,ID:100-0,-1.03,-0.10,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
17.59999999999998,ID:100-0,-1.03,-0.10,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
17.69999999999998,ID:100-0,-1.03,-0.10,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
17.799999999999983,ID:100-0,-1.03,-0.10,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
17.899999999999984,ID:100-0,-1.03,-0.10,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
17.999999999999986,ID:100-0,-1.03,-0.09,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
18.099999999999987,ID:100-0,-1.03,-0.09,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
18.19999999999999,ID:100-0,-1.03,-0.09,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
18.29999999999999,ID:100-0,-1.03,-0.09,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
18.39999999999999,ID:100-0,-1.03,-0.09,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
18.499999999999993,ID:100-0,-1.03,-0.08,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
18.599999999999994,ID:100-0,-1.03,-0.08,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
18.699999999999996,ID:100-0,-1.03,-0.08,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
18.799999999999997,ID:100-0,-1.02,-0.08,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
18.9,ID:100-0,-1.02,-0.08,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
19.0,ID:100-0,-1.02,-0.08,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
19.1,ID:100-0,-1.02,-0.08,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
19.200000000000003,ID:100-0,-1.02,-0.07,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
19.300000000000004,ID:100-0,-1.02,-0.07,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
19.400000000000006,ID:100-0,-1.02,-0.07,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
19.500000000000007,ID:100-0,-1.02,-0.07,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
19.60000000000001,ID:100-0,-1.02,-0.07,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
19.70000000000001,ID:100-0,-1.02,-0.07,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
19.80000000000001,ID:100-0,-1.02,-0.06,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
19.900000000000013,ID:100-0,-1.02,-0.06,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
20.000000000000014,ID:100-0,-1.02,-0.06,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
20.100000000000016,ID:100-0,-1.02,-0.06,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
20.200000000000017,ID:100-0,-1.01,-0.06,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
20.30000000000002,ID:100-0,-1.01,-0.06,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
20.40000000000002,ID:100-0,-1.01,-0.06,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
20.50000000000002,ID:100-0,-1.01,-0.05,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
20.600000000000023,ID:100-0,-1.01,-0.05,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
20.700000000000024,ID:100-0,-1.01,-0.05,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
20.800000000000026,ID:100-0,-1.01,-0.05,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
20.900000000000027,ID:100-0,-1.01,-0.05,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
21.00000000000003,ID:100-0,-1.01,-0.05,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
21.10000000000003,ID:100-0,-1.01,-0.04,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
21.20000000000003,ID:100-0,-1.01,-0.04,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
21.300000000000033,ID:100-0,-1.01,-0.04,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
21.400000000000034,ID:100-0,-1.01,-0.04,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
21.500000000000036,ID:100-0,-1.01,-0.04,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
21.600000000000037,ID:100-0,-1.01,-0.04,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
21.70000000000004,ID:100-0,-1.01,-0.04,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
21.80000000000004,ID:100-0,-1.00,-0.03,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
21.90000000000004,ID:100-0,-1.00,-0.03,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
22.000000000000043,ID:100-0,-1.00,-0.03,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
22.100000000000044,ID:100-0,-1.00,-0.03,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
22.200000000000045,ID:100-0,-1.00,-0.03,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
22.300000000000047,ID:100-0,-1.00,-0.03,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
22.40000000000005,ID:100-0,-1.00,-0.03,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
22.50000000000005,ID:100-0,-1.00,-0.02,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
22.60000000000005,ID:100-0,-1.00,-0.02,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
22.700000000000053,ID:100-0,-1.00,-0.02,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
22.800000000000054,ID:100-0,-1.00,-0.02,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
22.900000000000055,ID:100-0,-1.00,-0.02,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
23.000000000000057,ID:100-0,-1.00,-0.02,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
23.10000000000006,ID:100-0,-1.00,-0.02,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
23.20000000000006,ID:100-0,-1.00,-0.01,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
23.30000000000006,ID:100-0,-1.00,-0.01,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
23.400000000000063,ID:100-0,-0.99,-0.01,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
23.500000000000064,ID:100-0,-0.99,-0.01,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
23.600000000000065,ID:100-0,-0.99,-0.01,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
23.700000000000067,ID:100-0,-0.99,-0.01,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
23.800000000000068,ID:100-0,-0.99,-0.01,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
23.90000000000007,ID:100-0,-0.99,-0.01,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
24.00000000000007,ID:100-0,-0.99,0.00,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
24.100000000000072,ID:100-0,-0.99,0.00,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
24.200000000000074,ID:100-0,-0.99,0.00,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
24.300000000000075,ID:100-0,-0.99,0.00,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
24.400000000000077,ID:100-0,-0.99,0.00,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
24.500000000000078,ID:100-0,-0.99,0.00,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
24.60000000000008,ID:100-0,-0.99,0.00,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
24.70000000000008,ID:100-0,-0.99,0.00,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
24.800000000000082,ID:100-0,-0.99,0.00,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
24.900000000000084,ID:100-0,-0.99,0.00,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
25.000000000000085,ID:100-0,-0.99,0.00,115.38,0.0,0.0,0.0,0,0,0,0,0,0,0
